1 1.906
51 2.576
101 2.001
151 2.814
201 3.043
251 2.216
301 2.753
351 2.161
401 2.993
451 3.452
501 2.249
551 3.04
601 2.313
651 3.093
701 3.341
751 2.316
801 2.872
851 2.356
901 3.268
951 2.946
