1 1.328
51 1.79
101 1.282
151 3.334
201 2.905
251 2.203
301 3.899
351 2.706
401 1.203
451 2.618
501 2.446
551 2.385
601 1.973
651 1.5
701 1.273
751 4.239
801 5.379
851 1.192
901 4.19
951 2.307
